0  0
0.0001	-0.071036719
0.0002	-0.054720178
0.0003	-0.040478174
0.0004	-0.027244437
0.0005	-0.016010493
0.0006	-0.002592534
0.0007	0.013778282
0.0008	0.027682854
0.0009	0.037074558
0.001	0.052202016
0.0011	0.070190839
0.0012	0.080944687
0.0013	0.088619448
0.0014	0.102050431
0.0015	0.120622016
0.0016	0.129710093
0.0017	0.131685689
0.0018	0.136959031
0.0019	0.142388672
0.002	0.141060024
0.0021	0.135446459
0.0022	0.132101282
0.0023	0.129362732
0.0024	0.117382586
0.0025	0.101406582
0.0026	0.091885857
0.0027	0.083969809
0.0028	0.06793239
0.0029	0.053646035
0.003	0.046843704
0.0031	0.039809696
0.0032	0.02692673
0.0033	0.01436414
0.0034	0.006992698
0.0035	-0.004571856
0.0036	-0.021007493
0.0037	-0.04266157
0.0038	-0.058405899
0.0039	-0.068692982
0.004	-0.080046639
0.0041	-0.095988221
0.0042	-0.106629483
0.0043	-0.102347672
0.0044	-0.100525282
0.0045	-0.107368864
0.0046	-0.109835103
0.0047	-0.099067613
0.0048	-0.090595789
0.0049	-0.085792944
0.005	-0.0808741
0.0051	-0.072402582
0.0052	-0.060453143
0.0053	-0.049065679
0.0054	-0.040553227
0.0055	-0.023501029
0.0056	-0.006908462
0.0057	0.005265831
0.0058	0.023016466
0.0059	0.046063699
0.006	0.062663086
0.0061	0.071890727
0.0062	0.084184423
0.0063	0.10244555
0.0064	0.115744106
0.0065	0.122083403
0.0066	0.123071201
0.0067	0.132203624
0.0068	0.138788238
0.0069	0.134574354
0.007	0.131342053
0.0071	0.133869395
0.0072	0.134397566
0.0073	0.124212518
0.0074	0.117713198
0.0075	0.115607955
0.0076	0.110896908
0.0077	0.0999455
0.0078	0.084463552
0.0079	0.076366685
0.008	0.065193839
0.0081	0.049269319
0.0082	0.032731336
0.0083	0.022450767
0.0084	0.011564183
0.0085	-0.004994269
0.0086	-0.023177242
0.0087	-0.029342854
0.0088	-0.035351533
0.0089	-0.0527514
0.009	-0.070117153
0.0091	-0.078138962
0.0092	-0.084924541
0.0093	-0.093630835
0.0094	-0.100958236
0.0095	-0.10265781
0.0096	-0.102797374
0.0097	-0.103730902
0.0098	-0.103873879
0.0099	-0.098291025
0.01	-0.08908695
0.0101	-0.082679741
0.0102	-0.071472466
0.0103	-0.053088523
0.0104	-0.040185399
0.0105	-0.031172069
0.0106	-0.016494004
0.0107	0.005449744
