0  0
0.0001	0.04637973
0.0002	0.052255321
0.0003	0.053478487
0.0004	0.054789685
0.0005	0.052888911
0.0006	0.044176113
0.0007	0.036685858
0.0008	0.039897826
0.0009	0.043722928
0.001	0.040210903
0.0011	0.042993866
0.0012	0.054673754
0.0013	0.059486747
0.0014	0.057640843
0.0015	0.0603894
0.0016	0.065887131
0.0017	0.058441199
0.0018	0.05178199
0.0019	0.061912
0.002	0.068911873
0.0021	0.056322515
0.0022	0.048985697
0.0023	0.05792354
0.0024	0.066966772
0.0025	0.057862166
0.0026	0.050838422
0.0027	0.057330865
0.0028	0.061860852
0.0029	0.056026179
0.003	0.052330337
0.0031	0.057204705
0.0032	0.058226697
0.0033	0.051032778
0.0034	0.046376321
0.0035	0.048092969
0.0036	0.051417459
0.0037	0.052119244
0.0038	0.046124309
0.0039	0.042264801
0.004	0.041573554
0.0041	0.039025553
0.0042	0.037411198
0.0043	0.036787838
0.0044	0.038181178
0.0045	0.037693899
0.0046	0.032982886
0.0047	0.025002247
0.0048	0.024664994
0.0049	0.027880684
0.005	0.029283943
0.0051	0.027485464
0.0052	0.033395153
0.0053	0.03945487
0.0054	0.038150184
0.0055	0.039022453
0.0056	0.046778049
0.0057	0.053362556
0.0058	0.048130475
0.0059	0.040664088
0.006	0.050051395
0.0061	0.057589386
0.0062	0.047044009
0.0063	0.037608653
0.0064	0.05306622
0.0065	0.066193692
0.0066	0.05690496
0.0067	0.043184809
0.0068	0.052218124
0.0069	0.070162006
0.007	0.064449772
0.0071	0.051097251
0.0072	0.053352017
0.0073	0.068819813
0.0074	0.066234611
0.0075	0.055828724
0.0076	0.056560885
0.0077	0.061176427
0.0078	0.05843097
0.0079	0.053440671
0.008	0.056652639
0.0081	0.056264549
0.0082	0.047888692
0.0083	0.04446191
0.0084	0.054479711
0.0085	0.060672406
0.0086	0.054874618
0.0087	0.049690582
0.0088	0.053887036
0.0089	0.053842708
0.009	0.050433286
0.0091	0.048164573
0.0092	0.04561998
0.0093	0.044216719
0.0094	0.040245
0.0095	0.035551343
0.0096	0.033896074
0.0097	0.033105634
0.0098	0.032199886
0.0099	0.031263139
0.01	0.03397109
0.0101	0.030496569
0.0102	0.026000369
0.0103	0.030374128
0.0104	0.040960424
0.0105	0.043988578
0.0106	0.042793002
0.0107	0.041491721
0.0108	0.04652635
0.0109	0.051158629
0.011	0.048668902
0.0111	0.047939841
0.0112	0.054810144
0.0113	0.053365655
0.0114	0.048965238
0.0115	0.048811801
0.0116	0.058032341
0.0117	0.063162133
0.0118	0.056881092
0.0119	0.051883973
0.012	0.061445486
0.0121	0.064313382
0.0122	0.053481586
0.0123	0.050525036
0.0124	0.065685958
0.0125	0.068772078
0.0126	0.048798162
0.0127	0.038991455
0.0128	0.05665946
0.0129	0.063305341
0.013	0.042997584
0.0131	0.032935459
0.0132	0.051213183
0.0133	0.063209869
0.0134	0.046788588
0.0135	0.033991545
0.0136	0.050320763
0.0137	0.061285228
0.0138	0.045153465
0.0139	0.034277346
0.014	0.052664179
0.0141	0.064940155
0.0142	0.046580903
0.0143	0.02855519
0.0144	0.042724807
0.0145	0.05894522
0.0146	0.041784957
0.0147	0.019637495
0.0148	0.032959327
0.0149	0.048532512
0.015	0.033333778
0.0151	0.014126436
0.0152	0.027049327
0.0153	0.048692461
0.0154	0.035571802
0.0155	0.016136009
0.0156	0.02983911
0.0157	0.051710386
0.0158	0.040633399
0.0159	0.019235456
0.016	0.030271836
0.0161	0.055392589
0.0162	0.050841834
0.0163	0.033473577
0.0164	0.038906522
0.0165	0.062099535
0.0166	0.06956251
0.0167	0.060362428
0.0168	0.063608497
0.0169	0.068503015
0.017	0.063414142
0.0171	0.060038816
0.0172	0.069405667
0.0173	0.071745984
0.0174	0.058454838
0.0175	0.057449896
0.0176	0.067283571
0.0177	0.067835331
0.0178	0.054827191
0.0179	0.051659551
0.018	0.056857225
0.0181	0.051724024
0.0182	0.045027304
0.0183	0.047190316
0.0184	0.052259043
0.0185	0.044877589
0.0186	0.036453996
0.0187	0.043504704
0.0188	0.053975686
0.0189	0.047817089
0.019	0.03371536
0.0191	0.039506018
0.0192	0.055954576
0.0193	0.053597517
0.0194	0.037748452
0.0195	0.03792204
0.0196	0.051502701
0.0197	0.049976692
0.0198	0.030070972
0.0199	0.029294172
0.02	0.04959511
0.0201	0.05191125
0.0202	0.029420024
0.0203	0.027073506
0.0204	0.047565077
0.0205	0.046938308
0.0206	0.027018949
0.0207	0.032448485
0.0208	0.056019358
0.0209	0.049435161
0.021	0.022583816
0.0211	0.026269428
0.0212	0.052391712
0.0213	0.051206365
0.0214	0.030050514
0.0215	0.033793781
0.0216	0.061326146
0.0217	0.062589914
0.0218	0.041914217
0.0219	0.04217305
0.022	0.061939277
0.0221	0.063287981
0.0222	0.047415361
